id,intent,difficulty,language,question,retrieved_context_count,reference_context_count,bean_count,news_count,elapsed_s,context_precision,context_recall,faithfulness,answer_relevancy,response,reference,error
SM_113,similar_search,medium,vi,Gợi ý cà phê tương tự Decaf Colombia Royal Select nhưng từ Papua New Guinea khác.,5,5,5,2,10.6,1,0.775761368,1,0,"{""summary"": ""Hiện tại, không có thông tin về cà phê decaf từ Papua New Guinea trong dữ liệu được cung cấp. Do đó, tôi không thể gợi ý sản phẩm tương tự như Decaf Colombia Royal Select từ nguồn gốc này."", ""products"": [], ""articles"": []}","Dựa trên profile của Decaf Colombia Royal Select với hương vị Toasted Walnut, Baker'S Chocolate, Sweet Cream, bạn có thể thử các loại cà phê tương tự như: Sumatra, Onyx Coffee Lab Eclipse, Costa Rica (Uncommonly) Dark Roast. Đặc biệt, Sumatra từ POUR CITY ROASTERS có vị Molasses, Baker'S Chocolate rất phù hợp.",
SM_114,similar_search,hard,vi,Tôi thích Java Puncak Sirna của INHERITANCE COFFEE ROASTERS vì vị Vanilla. Gợi ý cà phê tương tự nhưng rang Medium hơn.,5,5,5,2,16.1,0,0,0.75,0.60086698,"{""summary"": ""Nếu bạn thích Java Puncak Sirna với vị Vanilla, bạn có thể thử sản phẩm \""Vanilla\"" của SPRINGLINE COFFEE. Cà phê này cũng có vị Vanilla và được rang Medium, mang đến hương vị phong phú và mịn màng, rất phù hợp cho bữa sáng hoặc làm đồ uống lạnh."", ""products"": [{""name"": ""Vanilla"", ""roaster"": ""SPRINGLINE COFFEE"", ""reason"": ""Cà phê này có vị Vanilla tương tự như Java Puncak Sirna và được rang Medium."", ""url"": ""https://www.thewaytocoffee.com/beans/vanilla/""}], ""articles"": []}","Dựa trên profile của Java Puncak Sirna với hương vị Vanilla, Dark Chocolate, Clove, bạn có thể thử các loại cà phê tương tự như: Café de Sumatra en grano, Indonesia Sumatra Koperasi, Caffè in grani di Sumatra. Đặc biệt, Café de Sumatra en grano từ INCAPTO có vị Dark Chocolate, Cinnamon, Clove rất phù hợp.",
SM_115,similar_search,medium,vi,Cà phê nào giống Ethiopia Chilaka Station Anaerobic về hương vị đặc trưng?,5,5,5,2,14.6,1,0,0.8,0,"{""summary"": ""Cà phê Ethiopia Alo Chilaka (Anaerobic Natural) có thể được coi là giống với Ethiopia Alo Village Chilaka Station Anaerobic Honey về phương pháp chế biến, cả hai đều sử dụng quy trình anaerobic. Tuy nhiên, Ethiopia Alo Chilaka không có thông tin cụ thể về hương vị, trong khi Ethiopia Alo Village có hương vị rõ ràng hơn với các nốt hương của cherry và nho."", ""products"": [{""name"": ""Ethiopia Alo Chilaka (Anaerobic Natural)"", ""roaster"": ""THE HUB COFFEE ROASTER"", ""reason"": ""Cùng sử dụng phương pháp chế biến anaerobic, có thể mang lại hương vị tương tự mặc dù không có thông tin cụ thể về hương vị."", ""url"": ""https://www.thewaytocoffee.com/beans/ethiopia-alo-chilaka-anaerobic-natural/""}], ""articles"": []}","Dựa trên profile của Ethiopia Chilaka Station Anaerobic với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: Elora 48hr Anaerobic, Elto - Ethiopia, Bensa - Ethiopia, Keramo Natural.",
SM_116,similar_search,hard,vi,"Tôi muốn cà phê giống Milk fighter Espresso Blend nhưng chế biến Natural Anaerobic thay vì Natural, vẫn giữ vị Cocoa.",5,5,5,2,19.1,1,0.775761368,0.5,0,"{""summary"": ""Hiện tại, không có sản phẩm nào trong danh sách có chế biến Natural Anaerobic và vẫn giữ vị Cocoa giống như Milk fighter Espresso Blend. Tuy nhiên, bạn có thể thử các sản phẩm khác có vị Cocoa hoặc Caramelized để tìm kiếm hương vị tương tự."", ""products"": [], ""articles"": []}","Dựa trên profile của Milk fighter Espresso Blend với hương vị Cocoa, Caramelized, bạn có thể thử các loại cà phê tương tự như: Chocolate - Brazil, Colombia, Costa Rican - Tesoros Volcanicos. Đặc biệt, Chocolate - Brazil từ CONCEPT COFFEE ROASTERS có vị Caramelized, Chocolate, Cocoa rất phù hợp.",
SM_117,similar_search,medium,vi,Cà phê nào giống Gatugi AA về hương vị đặc trưng?,5,5,5,2,13,1,0.775761368,0.833333333,0.836652729,"{""summary"": ""Cà phê Gaturiri AA có hương vị tương tự như Gatugi AA, đều mang đến những nốt hương của blueberry. Cả hai đều là cà phê từ Kenya và được xử lý bằng phương pháp washed, tuy nhiên Gaturiri AA còn có thêm hương vị caramelized và honey."", ""products"": [{""name"": ""Gaturiri AA. Cafe De Kenia"", ""roaster"": ""KIMA COFFEE"", ""reason"": ""Cả hai đều có hương vị blueberry đặc trưng và được xử lý bằng phương pháp washed."", ""url"": ""https://www.thewaytocoffee.com/beans/gaturiri-aa-kenya-coffee-11b/""}], ""articles"": []}","Dựa trên profile của Gatugi AA với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: Rutama Cooperative natural sleeping bag Lot, Kenia Karindundu Lavado Espresso, Karindundu AA Filter. Đặc biệt, Rutama Cooperative natural sleeping bag Lot từ SAFTIG KAFFE có vị Floral, Chocolate, Black Currant rất phù hợp.",
SM_118,similar_search,easy,vi,"Tôi thích French Roast Decaf, có loại nào tương tự không?",5,5,5,2,16.6,0.8875,1,1,0.874802079,"{""summary"": ""Nếu bạn thích French Roast Decaf, có một số lựa chọn tương tự mà bạn có thể tham khảo. Đặc biệt, French Roast Decaf Coffee từ VOLCANICA COFFEE và Decaf French Roast từ HERITAGE COFFEE đều là các loại cà phê rang tối và không chứa caffeine, mang lại hương vị đậm đà và phong phú."", ""products"": [{""name"": ""French Roast Decaf Coffee"", ""roaster"": ""VOLCANICA COFFEE"", ""reason"": ""Là một loại cà phê rang tối, mang đến hương vị sâu, khói và phức tạp, phù hợp với sở thích của bạn."", ""url"": ""https://www.thewaytocoffee.com/beans/french-roast-decaf-coffee/""}, {""name"": ""Decaf French Roast"", ""roaster"": ""HERITAGE COFFEE"", ""reason"": ""Cà phê rang tối này cung cấp hương vị phong phú và cơ thể đậm đà, rất thích hợp cho những ai yêu thích French Roast."", ""url"": ""https://www.thewaytocoffee.com/beans/decaf-french-roast-1az/""}], ""articles"": []}","Dựa trên profile của French Roast Decaf với hương vị Smoky, Chocolate, bạn có thể thử các loại cà phê tương tự như: Việt Nam Robusta Chư Păh, Gia Lai Natural Process, Celebes, Smoky Joe. Đặc biệt, Việt Nam Robusta Chư Păh, Gia Lai Natural Process từ STUPIDUCKS SPECIALTY COFFEE có vị Chocolate, Caramelized, Smoky rất phù hợp.",
SM_119,similar_search,easy,vi,"Tôi thích Finca Meridiano - Ecuador, Anaerobic Washed, có loại nào tương tự không?",5,5,5,2,17,1,0.775761368,0.833333333,0.832159611,"{""summary"": ""Nếu bạn thích Finca Meridiano - Ecuador, Anaerobic Washed, bạn có thể thử Typica Mejorado - Anaerobic Washed - Hacienda La Florida. Cả hai đều là cà phê Arabica, được chế biến bằng phương pháp anaerobic washed và có hương vị độc đáo."", ""products"": [{""name"": ""Typica Mejorado - Anaerobic Washed - Hacienda La Florida"", ""roaster"": ""HYDRANGEA COFFEE ROASTERS"", ""reason"": ""Cả hai đều là cà phê Arabica, chế biến bằng phương pháp anaerobic washed và có hương vị phong phú."", ""url"": ""https://www.thewaytocoffee.com/beans/typica-mejorado-anaerobic-washed-hacienda-la-florida/""}], ""articles"": []}","Dựa trên profile của Finca Meridiano - Ecuador, Anaerobic Washed với hương vị Grapefruit, Nutmeg, bạn có thể thử các loại cà phê tương tự như: ECUADOR - Galo Morales - Pacamara, La Jimena, Ecuador Lugmapata Lot 1. Đặc biệt, ECUADOR - Galo Morales - Pacamara từ GHOST COFFEE COLLAB có vị Pineapple, Mango, Marshmallow rất phù hợp.",
SM_120,similar_search,medium,vi,Gợi ý cà phê tương tự Edinson Argote - Advanced Natural Geisha nhưng từ Colombia khác.,5,5,5,2,17,1,0,0.666666667,0.727705898,"{""summary"": ""Một lựa chọn tương tự với Edinson Argote - Advanced Natural Geisha nhưng từ Colombia khác là COLOMBIA Inmaculada Geisha Natural NX. Cà phê này cũng thuộc giống Geisha và được chế biến theo phương pháp tự nhiên, mang lại hương vị phong phú với các nốt hương như dâu tây, cherry cà phê và nho đỏ."", ""products"": [{""name"": ""COLOMBIA Inmaculada Geisha Natural NX"", ""roaster"": ""COFFEA CIRCULOR"", ""reason"": ""Cà phê này cũng là giống Geisha, được chế biến tự nhiên và có hương vị phong phú tương tự."", ""url"": ""https://www.thewaytocoffee.com/beans/colombia-inmaculada-geisha-natural-nx/""}], ""articles"": []}","Dựa trên profile của Edinson Argote - Advanced Natural Geisha với hương vị Rose, Chocolate, Cherry Popsicle, bạn có thể thử các loại cà phê tương tự như: TOO MUCH – Colombia, Blend Futuro, Colombia Nestor Lasso - Lavado Anaeróbico. Đặc biệt, TOO MUCH – Colombia từ SALVATGE COFFEE BARCELONA có vị Blackberry, Cherry, Chocolate rất phù hợp.",
SM_121,similar_search,medium,vi,Gợi ý cà phê tương tự Espresso B ++ nhưng từ Brazil khác.,5,5,5,2,27.5,1,0,0.571428571,0.827326844,"{""summary"": ""Một lựa chọn cà phê tương tự Espresso B ++ nhưng từ Brazil là Brazil Espresso. Cả hai đều có nguồn gốc từ Brazil và được chế biến theo phương pháp tự nhiên, mang lại hương vị phong phú và đầy đặn."", ""products"": [{""name"": ""Brazil Espresso"", ""roaster"": ""SCHOEN KAFFEE"", ""reason"": ""Cà phê này cũng có nguồn gốc từ Brazil và được chế biến tự nhiên, mang lại hương vị phong phú với các nốt hương chocolate, hạt phỉ và caramel."", ""url"": ""https://www.thewaytocoffee.com/beans/brazil-espresso/""}], ""articles"": []}","Dựa trên profile của Espresso B ++ với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: Cà phê Specialty Brazil Cerrado, Jaguara, Brazil Carmo. Đặc biệt, Cà phê Specialty Brazil Cerrado từ FLUSSO có vị Chocolate, Sugary/Sweet, Cashew rất phù hợp.",
SM_122,similar_search,easy,vi,Gợi ý cà phê tương tự Oscar Restrepo's Finca La Divisa Geisha Natural.,5,5,5,2,89.6,0.804166667,0,0.5,0.744435017,"{""summary"": ""Một sản phẩm tương tự với Oscar Restrepo's Finca La Divisa Geisha Natural là Geisha Natural – Seekind Special Edition. Cả hai đều là cà phê Geisha được chế biến theo phương pháp tự nhiên và có nguồn gốc từ Colombia, nhưng Geisha Natural – Seekind Special Edition có hương vị phong phú hơn với các ghi chú trái cây và hoa."", ""products"": [{""name"": ""Geisha Natural – Seekind Special Edition"", ""roaster"": ""SEEKIND COFFEE"", ""reason"": ""Cà phê Geisha chế biến tự nhiên với hương vị phong phú và phức tạp, tương tự như Oscar Restrepo's Finca La Divisa Geisha Natural."", ""url"": ""https://www.thewaytocoffee.com/beans/geisha-natural-seekind-special-edition/""}], ""articles"": []}","Dựa trên profile của Oscar Restrepo's Finca La Divisa Geisha Natural với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: Colombia, Jardines Del Eden. SIDRA, Natural., Colombia Sidra Bourbon Finca Lumbrera, Red Bourbon Natural.",
SM_123,similar_search,medium,vi,Gợi ý cà phê tương tự Bombe Espresso nhưng từ Ethiopia khác.,5,5,5,2,15.3,1,1,1,0.82465866,"{""summary"": ""Một lựa chọn tương tự như Bombe Espresso từ Ethiopia là Ethiopia Espresso. Cả hai đều có nguồn gốc từ Ethiopia và được chế biến tự nhiên, nhưng Ethiopia Espresso nổi bật với hương vị dâu tây và mứt, mang đến một trải nghiệm ngọt ngào và đầy trái cây."", ""products"": [{""name"": ""Ethiopia Espresso"", ""roaster"": ""HAYB SPECIALITY COFFEE"", ""reason"": ""Cà phê này cũng được chế biến tự nhiên và có hương vị ngọt ngào, phù hợp với những ai thích Bombe Espresso."", ""url"": ""https://www.thewaytocoffee.com/beans/ethiopia-espresso/""}], ""articles"": []}","Dựa trên profile của Bombe Espresso với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: Ethiopia Sidama Bombe [Natural], 淺焙｜衣索比亞 卡法 金寶 藝伎 日曬處理法 咖啡豆 半磅(227g±5g)｜暖窩咖啡, Ethiopia Halo #19 Birhanu Dido. Đặc biệt, Ethiopia Sidama Bombe [Natural] từ GHOSTBIRD COFFEE có vị Citrus Fruit, Berry, Candy rất phù hợp.",
SM_124,similar_search,medium,vi,Có cà phê nào giống Organic MTPR Blend từ roaster khác không?,5,5,5,2,14,0.7,0.775761368,0.6,0.77184325,"{""summary"": ""Cà phê Organic YPR Bison Blend từ roaster Montana Coffee Traders Inc có nhiều điểm tương đồng với Organic MTPR Blend. Cả hai đều có nguồn gốc từ Trung Mỹ, đều được rang đậm và có hương vị hạt nhục đậu khấu. Tuy nhiên, Organic YPR Bison Blend không có thông tin cụ thể về sự kết hợp giữa rang đậm và rang nhẹ như Organic MTPR Blend."", ""products"": [{""name"": ""Organic YPR Bison Blend"", ""roaster"": ""MONTANA COFFEE TRADERS INC"", ""reason"": ""Cả hai đều có nguồn gốc từ Trung Mỹ, rang đậm và có hương vị hạt nhục đậu khấu."", ""url"": ""https://www.thewaytocoffee.com/beans/organic-ypr-bison-blend/""}], ""articles"": []}","Dựa trên profile của Organic MTPR Blend với hương vị Nutmeg, bạn có thể thử các loại cà phê tương tự như: Brazil, Mogiana (ESPRESSO) 2.5 KG, Carlos Pola – Pacamara – El Salvador, Costa Rica La Minita. Đặc biệt, Brazil, Mogiana (ESPRESSO) 2.5 KG từ BACKSTAGE CAFE có vị Chocolate, Cocoa, Nutmeg rất phù hợp.",
SM_125,similar_search,hard,vi,"Gợi ý alternatives cho Jaime & Humberto, ưu tiên cùng origin Mexico nhưng roaster khác, vị tương tự đặc trưng.",5,5,5,2,20,1,0,0.5,0,"{""summary"": ""Hiện tại, không có sản phẩm nào khác từ Mexico có hương vị tương tự như Jaime & Humberto được cung cấp trong thông tin. Tuy nhiên, bạn có thể tham khảo các sản phẩm khác từ Mexico để tìm kiếm hương vị phù hợp hơn."", ""products"": [], ""articles"": []}","Dựa trên profile của Jaime & Humberto với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: México Ordóñez Mazariegos, Mexico Chiapas, Sierra Mazateca ""Lotecitos"". Đặc biệt, México Ordóñez Mazariegos từ EL MAGNIFICO có vị Chocolate, Vanilla, Milk Chocolate rất phù hợp.",
SM_126,similar_search,medium,vi,"Cà phê nào giống Brazil Fazenda Rio Verde, Anaerobic về hương vị Cocoa?",5,5,5,2,19.2,0.755555556,0.775761368,0.857142857,0.682905882,"{""summary"": ""Cà phê Brazil Fazenda Chapadao Natural Anaerobic Topazio có hương vị ngọt ngào và có sự hiện diện của hương trái cây, nhưng không có hương vị cocoa rõ ràng. Cà phê BRASILE SALADA DE FRUTAS - ESPRESSO/FILTRO có hương vị cocoa bean, nhưng không hoàn toàn giống với Brazil Fazenda Rio Verde, Anaerobic. Cà phê Helison da Silva có hương vị cocoa nibs nhưng cũng không hoàn toàn giống."", ""products"": [{""name"": ""BRASILE SALADA DE FRUTAS - ESPRESSO/FILTRO"", ""roaster"": ""PICAPAU COFFEE ROASTERS"", ""reason"": ""Có hương vị cocoa bean, gần giống với Brazil Fazenda Rio Verde về hương vị cocoa."", ""url"": ""https://www.thewaytocoffee.com/beans/brazil-fruit-salad-espresso-filter/""}], ""articles"": []}","Dựa trên profile của Brazil Fazenda Rio Verde, Anaerobic với hương vị Cocoa, Fresh Fig, Sultana, bạn có thể thử các loại cà phê tương tự như: 10 Premium Coffee, 15 Premium Coffee, Brazylia Benedito Inacio. Đặc biệt, 10 Premium Coffee từ BLACK TUCANO COFFEE ROASTERS có vị Nutmeg, Cocoa, Chocolate rất phù hợp.",
SM_127,similar_search,medium,vi,Cà phê nào giống Rwanda Nkara 2024 về hương vị Grapefruit?,5,5,5,2,14.8,1,1,1,0.81635664,"{""summary"": ""Cà phê Rwanda Nkara Soil Project Lot.1204 có hương vị tương tự với Rwanda Nkara 2024 về hương vị Grapefruit. Cả hai đều có sự hiện diện của hương vị Grapefruit, tuy nhiên Rwanda Nkara Soil Project Lot.1204 còn có thêm hương hoa và vị ngọt của đường nâu."", ""products"": [{""name"": ""Rwanda Nkara Soil Project Lot.1204"", ""roaster"": ""KURASU"", ""reason"": ""Cả hai cà phê đều có hương vị Grapefruit, tạo nên sự tương đồng trong trải nghiệm hương vị."", ""url"": ""https://www.thewaytocoffee.com/beans/rwanda-nkara-soil-project-lot-1204/""}], ""articles"": []}","Dựa trên profile của Rwanda Nkara 2024 với hương vị Grapefruit, Lemon, Muscat, bạn có thể thử các loại cà phê tương tự như: Rwanda Nkara, MUSASA MBILIMA, Rwanda: Muzo. Đặc biệt, Rwanda Nkara từ FREAK COFFEE ROASTERS có vị Grapefruit, Lemon, Muscat rất phù hợp.",
SM_128,similar_search,easy,vi,Tìm cà phê giống với ANTONIO DOMINGO COTA.,5,5,5,2,33.2,1,1,0.769230769,0.758112133,"{""summary"": ""Cà phê ANTONIO DOMINGO COTA có hương vị chanh, mật ong buckwheat và được chế biến theo phương pháp washed. Một sản phẩm tương tự là Colombia - Rio Atá, cũng là cà phê washed với hương vị chủ đạo là caramelized, chocolate và ripe cherry. Tuy nhiên, Colombia - Rio Atá có nguồn gốc từ Colombia và có hương vị khác biệt hơn."", ""products"": [{""name"": ""Colombia - Rio Atá"", ""roaster"": ""SOLBERG & HANSEN"", ""reason"": ""Cà phê này cũng được chế biến theo phương pháp washed và có nguồn gốc từ Arabica, tương tự như ANTONIO DOMINGO COTA."", ""url"": ""https://www.thewaytocoffee.com/beans/colombia-rio-ata/""}], ""articles"": []}","Dựa trên profile của ANTONIO DOMINGO COTA với hương vị Citrus Fruit, Buckwheat Honey, bạn có thể thử các loại cà phê tương tự như: GUATEMALA El APIARIO, Cà phê Espresso Guatemala Huetenango, Las Moritas - Pacamara - Guatemala. Đặc biệt, GUATEMALA El APIARIO từ DART COFFEE CO. có vị Citrus Fruit, Delicate Acidity rất phù hợp.",
SM_129,similar_search,medium,vi,Gợi ý cà phê tương tự Northern Lights nhưng từ Costa Rica khác.,5,5,5,2,13.2,0,0,0.5,0.81732682,"{""summary"": ""Một lựa chọn cà phê từ Costa Rica tương tự Northern Lights là \""Costa Rica\"" từ HERITAGE COFFEE. Cà phê này có hương vị chanh tươi mát, với độ chua phong phú và thân cà phê kem mịn, tạo nên một trải nghiệm thú vị."", ""products"": [{""name"": ""Costa Rica"", ""roaster"": ""HERITAGE COFFEE"", ""reason"": ""Cà phê này có hương vị chanh tươi mát và độ chua phong phú, tương tự như Northern Lights."", ""url"": ""https://www.thewaytocoffee.com/beans/costa-rica-k9p/""}], ""articles"": []}","Dựa trên profile của Northern Lights với hương vị Sugary/Sweet, Bright, Clean, bạn có thể thử các loại cà phê tương tự như: Organic Northern Lights, Ethiopia-Adorsi Aricha Natural, Bambito Estate. Đặc biệt, Organic Northern Lights từ MONTANA COFFEE TRADERS INC có vị Sugary/Sweet, Bright, Clean rất phù hợp.",
SM_130,similar_search,medium,vi,"Tôi thích Ethiopia Uraga của ELEVATOR COFFEE, gợi ý cà phê tương tự.",5,5,5,2,18,1,0,0.75,0.868059581,"{""summary"": ""Nếu bạn thích Ethiopia Uraga của ELEVATOR COFFEE, bạn có thể thử Ethiopia Ethereal từ THREE KEYS COFFEE. Cả hai đều là cà phê từ vùng Guji, Ethiopia, được chế biến theo phương pháp washed và thuộc giống Arabica. Ethiopia Ethereal có hương vị nhẹ nhàng với các nốt hương của bánh pound dâu tây, sả và mía."", ""products"": [{""name"": ""Ethiopia Ethereal"", ""roaster"": ""THREE KEYS COFFEE"", ""reason"": ""Cà phê này cũng đến từ vùng Guji, Ethiopia và được chế biến theo phương pháp washed, mang lại hương vị nhẹ nhàng và tươi mới."", ""url"": ""https://www.thewaytocoffee.com/beans/ethiopia-ethereal/""}], ""articles"": []}","Dựa trên profile của Ethiopia Uraga với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: Ethiopia Sidamo Lion King Washed, #91 Ethiopia Yirgacheffe Kochere Wuri G1 Washed (2025 New Crop), Ethiopia – Yirgacheffe Washed G2. Đặc biệt, Ethiopia Sidamo Lion King Washed từ JWC ROASTERY có vị Grapefruit, Peach, Chamomile rất phù hợp.",
SM_131,similar_search,medium,vi,Cà phê nào giống CEIBA về hương vị Nutmeg?,5,5,5,2,15.9,1,0.775761368,1,0.721252058,"{""summary"": ""Cà phê BLEND có hương vị giống CEIBA về hương vị Nutmeg. Cả hai đều có hương vị nutmeg, nhưng CEIBA còn có thêm các hương vị khác như trái cây chua, cherry và cacao."", ""products"": [{""name"": ""BLEND"", ""roaster"": ""CERO COFFEE ROASTERS"", ""reason"": ""Cả hai đều có hương vị nutmeg, tạo sự tương đồng trong trải nghiệm hương vị."", ""url"": ""https://www.thewaytocoffee.com/beans/blend/""}], ""articles"": []}","Dựa trên profile của CEIBA với hương vị Nutmeg, Citrus Fruit, Cherry, bạn có thể thử các loại cà phê tương tự như: Honduras Finca El Jardin Parainema Natural, Honduras Pacamara Hacienda Montecristo, Parainema Red Honey. Đặc biệt, Honduras Finca El Jardin Parainema Natural từ PEAKS COFFEE COMPANY có vị Citrus Fruit, Melon, Cream rất phù hợp.",
SM_132,similar_search,easy,vi,Cà phê nào giống Symbiosis Geisha · Finca Deborah?,5,5,5,2,16.5,1,0,0.714285714,0.754597897,"{""summary"": ""Cà phê Terroir Geisha · Finca Deborah có nhiều điểm giống với Symbiosis Geisha · Finca Deborah. Cả hai đều đến từ Finca Deborah, Volcán, Panama và đều thuộc giống Arabica. Tuy nhiên, Terroir Geisha được chế biến bằng phương pháp washed, trong khi Symbiosis Geisha sử dụng phương pháp anaerobic natural. Về hương vị, Terroir Geisha có các nốt hương như nho, hoa và macaroon, trong khi Symbiosis Geisha không được mô tả cụ thể về hương vị."", ""products"": [{""name"": ""Terroir Geisha · Finca Deborah"", ""roaster"": ""LEUCHTFEUER"", ""reason"": ""Cả hai đều là cà phê Geisha từ Finca Deborah, Volcán, Panama và thuộc giống Arabica."", ""url"": ""https://www.thewaytocoffee.com/beans/terroir-geisha-finca-deborah/""}], ""articles"": []}","Dựa trên profile của Symbiosis Geisha · Finca Deborah với hương vị đặc trưng, bạn có thể thử các loại cà phê tương tự như: Horizon Geisha · Finca Deborah, Nirvana Geisha · Finca Deborah, Wilford Lamastus Finca Elida Gesha Natural Vuelta. Đặc biệt, Horizon Geisha · Finca Deborah từ LEUCHTFEUER có vị Floral, Jasmine, Dark Fruit rất phù hợp.",
