id,intent,difficulty,language,question,retrieved_context_count,bean_count,news_count,elapsed_s,context_precision,context_recall,response,reference,error
EX_002,exploration,easy,vi,Top 5 quốc gia có nhiều sản phẩm cà phê nhất trong database là gì?,15,10,5,24.1,0.0,0.0,,"Dựa trên thống kê database, top 5 quốc gia có nhiều sản phẩm cà phê specialty nhất là: (1) Colombia — 2,480 sản phẩm, (2) Ethiopia — 1,723 sản phẩm, (3) Brazil — 798 sản phẩm, (4) Panama — 648 sản phẩm, (5) Guatemala — 561 sản phẩm. Ngoài ra, còn 3,760 sản phẩm không có thông tin quốc gia (chiếm 25.9%). Colombia và Ethiopia rõ ràng là hai origin thống trị phân khúc specialty, phản ánh vai trò quan trọng của chúng trong ngành specialty toàn cầu.",
EX_003,exploration,medium,vi,Những nốt hương vị nào phổ biến nhất trong cà phê Ethiopia?,12,10,2,21.0,0.8835317460207018,1.0,,"Dựa trên database của 1,723 sản phẩm cà phê Ethiopia, các nốt hương vị phổ biến nhất gồm: Fruity, Floral, Berry, Citrus, Jasmine, Bergamot, Stone Fruit, Bright Acidity, Blueberry, Strawberry, Peach, Honey, Lemon, Black Tea. Cà phê Ethiopia, đặc biệt từ các vùng Yirgacheffe, Sidama, Guji, nổi tiếng với profile hương vị phức tạp và sống động. Washed Ethiopian thường thiên về floral và citrus (jasmine, bergamot, lemon), còn Natural processed lại thiên về berry và wine-like (blueberry, strawberry, red wine).",
EX_004,exploration,easy,en,How many unique roasters are in the database?,12,10,2,18.4,0.0,0.0,,"The Coffee Advisor database contains products from 877 unique roasters worldwide, offering a total of 14,537 coffee products. Roasters span multiple countries, from major specialty hubs like the US, UK, Australia, Japan, and South Korea to emerging regions like Vietnam and Thailand. The diversity of roasters provides a wide range of processing styles, roast profiles, and origin selections.",
EX_005,exploration,medium,vi,Phương pháp chế biến nào phổ biến nhất trong cà phê Việt Nam?,15,10,5,25.4,0.18253968253055555,0.7142857142857143,,"Dựa trên sample các sản phẩm cà phê Việt Nam trong database, các phương pháp chế biến phổ biến nhất gồm: (1) Natural — phổ biến với Fine Robusta và Arabica Đắk Lắk/Sơn La; (2) Honey — ngày càng được các roaster Việt Nam ứng dụng, đặc biệt cho Arabica Lâm Đồng, Đắk Lắk; (3) Washed — phổ biến cho Arabica specialty; (4) Mosto Natural — đặc trưng ở một số roaster như Every Half (Cư M'Gar - M'Drak); (5) Wet-Hulled (ít phổ biến hơn so với Indonesia nhưng có xuất hiện). Anaerobic Fermentation cũng xuất hiện ở phân khúc cao cấp. Xu hướng gần đây là đa dạng hóa processing để tăng giá trị cà phê Việt.",
EX_006,exploration,medium,vi,Phân bố roast level trong database như thế nào?,12,10,2,23.8,0.11111111109999999,0.0,,"Phân bố roast level trong database Coffee Advisor (14,537 sản phẩm): Unknown (không có thông tin) 5,314 sản phẩm; Medium 2,936; Light 1,958; Medium Light 1,293; Dark 1,029; Medium Dark 751. Có thể thấy Medium là roast level được gán nhãn nhiều nhất (sau Unknown), phản ánh xu hướng specialty coffee thiên về light–medium để giữ origin character. Phần còn lại Unknown khá lớn (36.5%) cho thấy chất lượng dữ liệu cần cải thiện ở trường roast_level; một số record còn chứa nhầm giá trị từ trường ORIGIN.",
EX_007,exploration,medium,vi,Có bao nhiêu flavor notes khác nhau trong database?,12,10,2,19.4,0.0,0.0,,"Database có khoảng 2,896 flavor notes duy nhất, phản ánh sự đa dạng cực lớn của ngôn ngữ mô tả hương vị trong cà phê specialty. Các nhóm chính theo SCA Flavor Wheel: Fruity (berry, citrus, stone fruit, tropical, dried fruit), Floral (jasmine, rose, bergamot, chamomile), Sweet (honey, caramel, brown sugar, toffee, vanilla), Nutty/Cocoa (almond, hazelnut, chocolate, cocoa), Spices (cinnamon, clove, cardamom), Other (smoky, earthy, wine-like, fermented, tobacco, cedar). Số lượng lớn các note cũng phản ánh có nhiều biến thể spelling và mô tả khác nhau cho cùng một khái niệm — đây là điểm cần normalize khi xử lý dữ liệu.",
EX_008,exploration,hard,vi,Roaster nào ở Việt Nam có nhiều sản phẩm nhất trong database?,12,10,2,24.6,0.19090909089954547,0.6,,"Dựa trên database, các roaster Việt Nam có portfolio đáng kể gồm: Every Half (tập trung Arabica Việt Nam như MIDNIGHT CHOCOLATE từ Cư M'Gar - M'Drak), The Workshop Coffee, 43 Factory Coffee Roaster, Okkio, Là Việt Coffee, Shin Coffee, ...và nhiều roaster khác. Để có con số chính xác 'roaster nào nhiều sản phẩm nhất', cần truy vấn field roaster_name trên subset country=Vietnam (hoặc lọc theo origin Vietnam). Lưu ý: database có 877 roasters toàn cầu nhưng chỉ một phần là roaster Việt Nam; và một số sản phẩm không có country = Vietnam dù được rang bởi roaster Việt, nên cần kết hợp tên roaster và nguồn gốc hạt để phân tích chính xác.",
EX_009,exploration,medium,en,What are the most common processing methods in Colombian coffees?,15,10,5,25.1,0.0909090909,0.8333333333333334,,"Based on the 2,480 Colombian coffees in the database, the most common processing methods are: (1) Washed — the traditional and still dominant method for Colombian coffee, producing clean, bright cups; (2) Natural — increasingly adopted to add fruit-forward, wine-like complexity; (3) Honey — growing in popularity, blending clarity and sweetness; (4) Anaerobic Fermentation — prominent in experimental/micro-lots from Huila, Cauca, Tolima; (5) Carbonic Maceration — high-end micro-lots. Colombia's processing diversity has expanded dramatically in the past decade, especially among small farmers participating in Cup of Excellence and direct trade relationships.",
EX_010,exploration,medium,vi,Những giống cà phê (cultivar) nào phổ biến nhất trong database?,12,10,2,20.3,0.3333333333,0.5555555555555556,,"Các giống (cultivar) phổ biến nhất trong database: (1) Caturra — phổ biến ở Colombia, Costa Rica, Brazil; (2) Catuai — rất phổ biến ở Brazil, Honduras; (3) Bourbon (và các biến thể Yellow Bourbon, Red Bourbon, Pink Bourbon) — rộng khắp Latin America, Rwanda, Burundi; (4) Typica — cultivar gốc Arabica, phổ biến ở Jamaica, Mexico, Indonesia, Thailand; (5) Geisha (Gesha) — cao cấp, nổi bật ở Panama, Ethiopia, Colombia; (6) SL-28 và SL-34 — signature của Kenya; (7) Heirloom — thuật ngữ chung cho hàng nghìn giống cổ Ethiopia; (8) Pacamara — El Salvador. Database có field typology với format 'Species\nCultivar' (ví dụ 'Arabica\nGeisha'); một số record có nhiễu do parse từ website gốc.",
EX_011,exploration,hard,vi,Có bao nhiêu sản phẩm Geisha trong database và phân bố theo quốc gia thế nào?,12,10,2,22.2,0.4227272727188182,0.375,,"Để có con số chính xác cần truy vấn field typology chứa 'Geisha' hoặc 'Gesha'. Dựa trên phân bố chung, sản phẩm Geisha trong database phân bố chủ yếu ở: Panama (nơi nổi tiếng nhất về Geisha, chiếm phần lớn — thường vài trăm sản phẩm), Ethiopia (quê hương cultivar — tăng nhanh với Gesha Village, Bench Maji), Colombia (micro-lot Geisha ngày càng nhiều ở Huila, Cauca, Tolima), Costa Rica (một số farm như Hacienda La Esmeralda Costa Rica), Guatemala, Honduras, và một số quốc gia Trung Mỹ khác ở số lượng nhỏ. Có cả các lô Geisha từ Thailand và Vietnam xuất hiện gần đây nhưng số lượng rất nhỏ. Để truy vấn chính xác nên filter typology chứa 'Geisha' / 'Gesha' và group by country.",
EX_012,exploration,easy,vi,Trong database có bao nhiêu bài báo tin tức cà phê?,15,10,5,22.3,0.0,0.0,,"Database có 1,947 bài báo tin tức cà phê, được thu thập từ nhiều nguồn chính như Vietnam.vn, World Coffee Portal, và các nguồn khác. Nội dung bài báo bao gồm tin thị trường, xu hướng tiêu dùng, doanh nghiệp cà phê (Highlands, Trung Nguyên, Starbucks, Luckin...), giá cả, chính sách (EUDR), bền vững, và các phát triển ngành nói chung. Chủ yếu các bài báo thuộc giai đoạn 2025–2026, ngôn ngữ chính là English, một số bài tiếng Việt từ Vietnam.vn.",
EX_013,exploration,medium,en,List the top origins for Geisha coffee in the database.,12,10,2,22.6,0.13888888888194445,0.5,,"The top origins for Geisha (Gesha) coffee in the database are: (1) Panama — the most famous origin since Hacienda La Esmeralda's 2004 Best of Panama win, with farms in Boquete and Volcán producing the majority of premium Geisha lots; (2) Ethiopia — the native origin with Gesha Village, Bench Maji, and Kafa producing excellent Washed and Natural Geshas; (3) Colombia — growing rapidly with micro-lots from Huila, Cauca, Tolima; (4) Costa Rica — several estates producing Geisha in small volumes; (5) Guatemala and (6) Honduras — small but increasing. Panama Geisha remains the price and quality benchmark, while Ethiopian Geshas offer the 'original terroir' experience.",
EC_001,edge_case,easy,en,What is the stock price of Starbucks today?,15,10,5,21.8,0.0,0.0,,"Coffee Advisor does not have real-time stock price data in its knowledge base. The system focuses on coffee product recommendations (14,537 specialty beans) and coffee industry news (1,947 articles), but does not track financial markets. For current Starbucks stock prices (NASDAQ: SBUX), please consult a financial data source such as Yahoo Finance, Bloomberg, or your brokerage platform.",
EC_002,edge_case,easy,vi,cà phê,12,10,2,23.8,0.0,0.0,,"Câu hỏi của bạn quá chung chung. Coffee Advisor có thể giúp bạn với: (1) Tìm sản phẩm cà phê specialty theo sở thích (quốc gia, roast, flavor, processing); (2) Tìm sản phẩm tương tự một loại bạn đã thích; (3) So sánh hai loại cà phê hoặc phương pháp chế biến; (4) Giải thích kiến thức cà phê (processing, cultivar, roast...); (5) Tin tức ngành cà phê; (6) Thống kê database (top roasters, phân bố origin...). Bạn có thể cho biết rõ hơn bạn quan tâm gì — ví dụ 'cà phê vị chocolate rang medium' hoặc 'tin tức về Highlands Coffee'?",
EC_003,edge_case,medium,en,Recommend a Robusta coffee from Iceland.,12,10,2,18.5,0.0,0.3333333333333333,,"No Robusta coffee from Iceland exists in the database (or in reality — Iceland does not grow coffee due to its sub-arctic climate; coffee requires tropical or subtropical conditions in the 'coffee belt' roughly between the Tropics of Cancer and Capricorn). If you are interested in Robusta, Vietnam is the world's largest producer, especially from Đắk Lắk, Đắk Nông, and Lâm Đồng provinces, with a growing Fine Robusta specialty segment. Would you like Fine Robusta recommendations from Vietnam instead?",
